NO,TICKER,PCC
0,ADS.DE,-0.012868452749371345
1,ALV.DE,0.05363099773116487
2,BAS.DE,0.03675119049764037
3,BAYN.DE,-0.0007101536674595472
4,BEI.DE,0.025184182606252964
5,BMW.DE,0.08712046090809457
6,CON.DE,0.07200019711356088
7,1COV.DE,0.015900937170724955
8,DAI.DE,0.062404228528851635
9,DBK.DE,0.11681272018007238
10,DB1.DE,0.05708753530485641
11,LHA.DE,-0.009339079518719633
12,DPW.DE,0.033911733300337935
13,DTE.DE,0.018851257938768483
14,EOAN.DE,0.06883513053601567
15,FRE.DE,0.1259301077651674
16,FME.DE,0.02847278268536121
17,HEI.DE,0.014657178029387067
18,HEN3.DE,0.039788516931258386
19,IFX.DE,0.04495195194661649
20,LIN.DE,0.06986673482977669
21,MRK.DE,0.029744244079245478
22,MTX.DE,0.05060548665797406
23,MUV2.DE,0.011100312465824458
24,RWE.DE,-0.05222002506052032
25,SAP.DE,-0.056997432931863865
26,SIE.DE,-0.04748642902658468
27,VOW3.DE,0.020308789766268324
28,VNA.DE,0.0239080921106351
29,WDI.DE,0.051925264952395085
