NO,TICKER,PCC
0,ADS.DE,0.030698597748122766
1,ALV.DE,0.058242470150958486
2,BAS.DE,0.07965609041960454
3,BAYN.DE,0.179722010587514
4,BEI.DE,-0.049716975353788884
5,BMW.DE,0.1685247422520503
6,CON.DE,0.11104120184866441
7,1COV.DE,0.09996805089640363
8,DAI.DE,-0.006586396041434541
9,DBK.DE,-0.03476896931531787
10,DB1.DE,0.001959711996923957
11,LHA.DE,-0.06047031495486867
12,DPW.DE,0.19970961021742742
13,DTE.DE,0.10298150927689192
14,EOAN.DE,0.02761888883979168
15,FRE.DE,0.00975902960600407
16,FME.DE,0.07803115959709574
17,HEI.DE,-0.05353168548375688
18,HEN3.DE,0.020286649229412822
19,IFX.DE,0.07168252700129248
20,LIN.DE,0.10747843054386094
21,MRK.DE,0.040469257050042326
22,MTX.DE,0.10062494688571232
23,MUV2.DE,0.057903128943415004
24,RWE.DE,0.13534275606573254
25,SAP.DE,0.016711142930147523
26,SIE.DE,0.07308405257286192
27,VOW3.DE,0.1934148306450379
28,VNA.DE,0.035651745447362326
29,WDI.DE,0.08755740626667216
