NO,TICKER,PCC
0,ADS.DE,-0.012221303278918585
1,ALV.DE,0.048667889574551135
2,BAS.DE,0.05293362659942916
3,BAYN.DE,-0.05776532426894865
4,BEI.DE,0.12151751770639406
5,BMW.DE,-0.0143321466778089
6,CON.DE,0.07890239890326156
7,1COV.DE,0.05646620826178233
8,DAI.DE,0.11348284682843592
9,DBK.DE,0.05393149473876135
10,DB1.DE,-0.02394455220192855
11,LHA.DE,-0.02765489553944573
12,DPW.DE,-0.0338164359422869
13,DTE.DE,0.09679318441181997
14,EOAN.DE,-0.02461565655257277
15,FRE.DE,0.037028949982801845
16,FME.DE,-0.01850758675739955
17,HEI.DE,0.006905690048055071
18,HEN3.DE,0.02909920409590534
19,IFX.DE,0.0658231280255638
20,LIN.DE,0.05017344046634194
21,MRK.DE,-0.027212272806251932
22,MTX.DE,-0.023048859339814463
23,MUV2.DE,-0.02419378490861071
24,RWE.DE,-0.041635793884917255
25,SAP.DE,-0.02422739724404119
26,SIE.DE,0.0007347571212594996
27,VOW3.DE,-0.009514500927543064
28,VNA.DE,0.026196020009643387
29,WDI.DE,0.07438720129737214
