,ADS_adj_close,ALV_adj_close,BAS_adj_close,BAYN_adj_close,BEI_adj_close,BMW_adj_close,CON_adj_close,1COV_adj_close,DAI_adj_close,DBK_adj_close,DB1_adj_close,LHA_adj_close,DPW_adj_close,DT_adj_close,EOAN_adj_close,FR_adj_close,FM_adj_close,HEI_adj_close,HEN3_adj_close,IFX_adj_close,LIN_adj_close,MRK_adj_close,MTX_adj_close,MUV2_adj_close,RW_adj_close,SAP_adj_close,SI_adj_close,VOW3_adj_close,VNA_adj_close,WDI_adj_close
2001-01-01,10.303384780883787,195.0972900390625,9.121899604797363,31.12848854064941,0.0,16.148418426513672,11.813478469848633,0.0,20.570878982543945,37.15825271606445,0.0,16.124414443969727,0.0,11.257920265197754,4.26763916015625,20.74920654296875,17.397899627685547,33.197555541992195,0.0,33.52573776245117,0.0,11.781856536865234,0.0,0.0,0.0,21.61629867553711,74.79519653320312,0.0,0.0,0.0
2001-01-02,10.147271156311037,189.6251983642578,9.22226619720459,31.19813346862793,20.1497859954834,15.949457168579102,11.778972625732422,0.0,20.419151306152344,35.86719512939453,0.0,15.537005424499512,12.057615280151367,10.942278861999512,4.145799636840819,21.65345001220703,17.737876892089844,33.158409118652344,13.65847873687744,28.58395576477051,0.0,11.847686767578125,0.0,178.57508850097656,21.643543243408203,19.010820388793945,73.45164489746094,17.589046478271484,0.0,0.0
2001-01-03,9.928714752197266,193.82470703125,9.087812423706056,30.595014572143555,20.325031280517575,15.977213859558105,11.613158226013185,0.0,21.01227188110352,36.94650650024414,0.0,15.490011215209961,12.191018104553224,11.896223068237305,4.182009220123291,21.41548156738281,17.497907638549805,32.32941436767578,13.334634780883787,29.46749687194824,0.0,11.847686767578125,0.0,184.2895050048828,21.403038024902344,20.01836585998535,75.97736358642578,17.75550079345703,0.0,0.0
2001-01-04,10.303384780883787,189.90904235839844,9.290438652038574,29.33393669128418,19.88348960876465,16.245586395263672,12.158892631530762,0.0,21.88587188720703,38.02998352050781,0.0,15.73085117340088,12.006307601928713,11.927785873413086,3.879075288772583,20.36852264404297,16.977951049804688,35.08156967163086,13.004901885986328,29.62605857849121,0.0,11.711918830871582,0.0,179.3370361328125,19.923507690429688,17.853025436401367,74.95652770996094,18.08841133117676,0.0,0.0
2001-01-05,10.298701286315918,190.24681091308597,9.30748176574707,29.66873550415039,20.491453170776367,16.245586395263672,12.158892631530762,0.0,22.005416870117188,37.98850631713867,0.0,15.748469352722168,12.057615280151367,11.924280166625975,3.8757824897766113,20.36852264404297,16.977951049804688,35.83982849121094,13.564268112182615,33.415626525878906,0.0,11.907193183898926,0.0,170.9558868408203,19.30628204345703,17.853025436401367,74.95652770996094,18.143898010253906,0.0,0.0
2001-01-08,11.260347366333008,183.78594970703125,9.235519409179688,29.4326114654541,17.69679832458496,17.351449966430664,12.435225486755373,0.0,21.38010597229004,37.86393356323242,0.0,15.542877197265625,12.057615280151367,11.864657402038574,3.9185762405395512,19.416732788085934,15.824105262756348,37.10420989990234,13.629034996032715,29.437257766723636,0.0,10.934417724609377,0.0,173.6416778564453,19.106613159179688,20.23931884765625,75.95572662353516,18.188270568847656,0.0,0.0
2001-01-09,11.77551555633545,181.2456970214844,9.087812423706056,28.489564895629886,16.29505729675293,17.157114028930664,12.366143226623535,0.0,21.472063064575195,37.81829071044922,0.0,15.91882038116455,11.801072120666506,11.67877960205078,3.9192304611206055,19.225364685058594,15.578136444091795,36.79921340942383,13.805681228637695,30.28310394287109,0.0,10.61354923248291,0.0,173.3368682861328,19.4243106842041,22.979137420654297,76.29951477050781,17.072994232177734,0.0,0.0
2001-01-10,11.489831924438475,177.1831817626953,8.729905128479004,27.85902976989746,16.6455078125,16.657394409179688,11.917137145996096,0.0,20.5248966217041,37.77676773071289,0.0,15.272668838500975,11.749761581420898,11.783994674682615,3.944933652877808,18.569623947143555,15.678089141845705,35.651912689208984,13.440618515014648,29.52788543701172,0.0,10.81103515625,0.0,168.57484436035156,19.319894790649414,22.72283744812012,74.15029907226562,17.700016021728516,0.0,0.0
2001-01-11,11.311864852905273,178.58303833007812,8.777249336242676,28.13866424560547,18.03847312927246,16.12528419494629,12.248693466186525,0.0,20.695024490356445,39.1259651184082,0.0,14.861482620239258,11.54452419281006,12.190820693969727,4.027250289916991,18.274513244628906,16.378021240234375,36.40789031982422,13.428842544555664,30.87214088439941,0.0,10.736981391906738,0.0,171.43209838867188,20.599702835083008,24.923526763916016,76.29951477050781,17.25608253479004,0.0,0.0
2001-01-12,11.227567672729492,175.87632751464844,8.743161201477049,28.390830993652344,18.53079414367676,16.009605407714847,13.126127243041992,0.0,20.30880355834961,38.62781143188477,0.0,14.920222282409668,11.364941596984865,13.025521278381348,3.9969480037689213,18.14130973815918,16.09407615661621,37.65464401245117,13.935220718383787,32.47311782836914,0.0,10.36673355102539,0.0,166.17005920410156,20.33195686340332,24.861661911010746,77.80442810058594,17.64453125,0.0,0.0
