NO,TICKER,PCC
0,DTE.DE,-4.8441767698588196e-17
1,IFX.DE,2.3839417926263054e-17
2,SAP.DE,6.429256613146936e-17
3,SIE.DE,-1.7499759407921706e-17
4,WDI.DE,-5.064333346513667e-17
